,kalimat,kalimat_norm,kalimat_cf,kalimat_token,kalimat_stopwords,kalimat_stemmed
362,Setelah update saya tidak bisa masuk aplikasi kalau memang masih perlu waktu development aplikasi jangan di release dahulu pakai otp maupun email tetap belum bisa masuk ke aplikasi,Setelah memperbarui saya tidak bisa masuk aplikasi kalau memang masih perlu waktu pengembang aplikasi jangan di rilis dahulu pakai OTP maupun surel tetap belum bisa masuk ke aplikasi,setelah memperbarui saya tidak bisa masuk aplikasi kalau memang masih perlu waktu pengembang aplikasi jangan di rilis dahulu pakai otp maupun surel tetap belum bisa masuk ke aplikasi,"['setelah', 'memperbarui', 'saya', 'tidak', 'bisa', 'masuk', 'aplikasi', 'kalau', 'memang', 'masih', 'perlu', 'waktu', 'pengembang', 'aplikasi', 'jangan', 'di', 'rilis', 'dahulu', 'pakai', 'otp', 'maupun', 'surel', 'tetap', 'belum', 'bisa', 'masuk', 'ke', 'aplikasi']","['memperbarui', 'masuk', 'aplikasi', 'pengembang', 'aplikasi', 'rilis', 'pakai', 'otp', 'surel', 'masuk', 'aplikasi']","['baru', 'masuk', 'aplikasi', 'kembang', 'aplikasi', 'rilis', 'pakai', 'otp', 'surel', 'masuk', 'aplikasi']"
615,Setelah update kok malah gabisa dibuka sama sekali yaaa kenapa ini padahal mau pesan,Setelah memperbarui kok malah enggak bisa dibuka sama sekali ya kenapa ini padahal mau pesan,setelah memperbarui kok malah enggak bisa dibuka sama sekali ya kenapa ini padahal mau pesan,"['setelah', 'memperbarui', 'kok', 'malah', 'enggak', 'bisa', 'dibuka', 'sama', 'sekali', 'ya', 'kenapa', 'ini', 'padahal', 'mau', 'pesan']","['memperbarui', 'dibuka', 'ya', 'pesan']","['baru', 'buka', 'ya', 'pesan']"
576,aplikasi gajelas udah bener kemaren malah update masuk kaga bisa otp ga keluar keluar bagus sih bagus tampilannya tpi klo akun gbisa masuk buat apa,aplikasi enggak jelas sudah benar kemarin malah memperbarui masuk kagak bisa OTP enggak keluar-keluar bagus sih bagus tampilannya tetapi kalau akun enggak bisa masuk buat apa,aplikasi enggak jelas sudah benar kemarin malah memperbarui masuk kagak bisa otp enggak keluar-keluar bagus sih bagus tampilannya tetapi kalau akun enggak bisa masuk buat apa,"['aplikasi', 'enggak', 'jelas', 'sudah', 'benar', 'kemarin', 'malah', 'memperbarui', 'masuk', 'kagak', 'bisa', 'otp', 'enggak', 'keluar-keluar', 'bagus', 'sih', 'bagus', 'tampilannya', 'tetapi', 'kalau', 'akun', 'enggak', 'bisa', 'masuk', 'buat', 'apa']","['aplikasi', 'kemarin', 'memperbarui', 'masuk', 'kagak', 'otp', 'keluar-keluar', 'bagus', 'sih', 'bagus', 'tampilannya', 'akun', 'masuk']","['aplikasi', 'kemarin', 'baru', 'masuk', 'kagak', 'otp', 'keluar', 'bagus', 'sih', 'bagus', 'tampil', 'akun', 'masuk']"
231,Setelah di update malah makin buruk mau log in buffering terus sampe berapa puluh menit padahal kondisi jaringan bagus sumpah aplikasi nya enakan yg dulu sebelum update,Setelah diperbarui malah makin buruk mau masuk bufer terus sampai berapa puluh menit padahal kondisi jaringan bagus sumpah aplikasinya enakan yang dahulu sebelum perbarui,setelah diperbarui malah makin buruk mau masuk bufer terus sampai berapa puluh menit padahal kondisi jaringan bagus sumpah aplikasinya enakan yang dahulu sebelum perbarui,"['setelah', 'diperbarui', 'malah', 'makin', 'buruk', 'mau', 'masuk', 'bufer', 'terus', 'sampai', 'berapa', 'puluh', 'menit', 'padahal', 'kondisi', 'jaringan', 'bagus', 'sumpah', 'aplikasinya', 'enakan', 'yang', 'dahulu', 'sebelum', 'perbarui']","['diperbarui', 'buruk', 'masuk', 'bufer', 'puluh', 'menit', 'kondisi', 'jaringan', 'bagus', 'sumpah', 'aplikasinya', 'enakan', 'perbarui']","['baru', 'buruk', 'masuk', 'bufer', 'puluh', 'menit', 'kondisi', 'jaring', 'bagus', 'sumpah', 'aplikasi', 'enak', 'baru']"
336,Ini gimana tiket udah psen tiba minta upgrade apk nya stelah install malah ngga bisa masuk udah berkali kali masuk tetep ngga bisa juga pak terbaru nya kagak jelas tlong bantu nya supaya bisa masuk login,Ini bagaimana tiket sudah pesan tiba minta meningkatkan aplikasinya setelah pasang malah enggak bisa masuk sudah berkali-kali masuk tetap enggak bisa juga Pak terbarunya kagak jelas tolong bantunya supaya bisa masuk masuk,ini bagaimana tiket sudah pesan tiba minta meningkatkan aplikasinya setelah pasang malah enggak bisa masuk sudah berkali-kali masuk tetap enggak bisa juga pak terbarunya kagak jelas tolong bantunya supaya bisa masuk masuk,"['ini', 'bagaimana', 'tiket', 'sudah', 'pesan', 'tiba', 'minta', 'meningkatkan', 'aplikasinya', 'setelah', 'pasang', 'malah', 'enggak', 'bisa', 'masuk', 'sudah', 'berkali-kali', 'masuk', 'tetap', 'enggak', 'bisa', 'juga', 'pak', 'terbarunya', 'kagak', 'jelas', 'tolong', 'bantunya', 'supaya', 'bisa', 'masuk', 'masuk']","['tiket', 'pesan', 'meningkatkan', 'aplikasinya', 'pasang', 'masuk', 'masuk', 'terbarunya', 'kagak', 'tolong', 'bantunya', 'masuk', 'masuk']","['tiket', 'pesan', 'tingkat', 'aplikasi', 'pasang', 'masuk', 'masuk', 'baru', 'kagak', 'tolong', 'bantu', 'masuk', 'masuk']"
653,Bagus lancar dan pemuda kita untuk pesan tiket,Bagus lancar dan pemuda kita untuk pesan tiket,bagus lancar dan pemuda kita untuk pesan tiket,"['bagus', 'lancar', 'dan', 'pemuda', 'kita', 'untuk', 'pesan', 'tiket']","['bagus', 'lancar', 'pemuda', 'pesan', 'tiket']","['bagus', 'lancar', 'pemuda', 'pesan', 'tiket']"
163,Kita butuh buat beli tiket aja jangan ditambahin yang aneh aneh jadi lemot banget,Kita butuh buat beli tiket saja jangan ditambahkan yang aneh-aneh jadi lambat banget,kita butuh buat beli tiket saja jangan ditambahkan yang aneh-aneh jadi lambat banget,"['kita', 'butuh', 'buat', 'beli', 'tiket', 'saja', 'jangan', 'ditambahkan', 'yang', 'aneh-aneh', 'jadi', 'lambat', 'banget']","['butuh', 'beli', 'tiket', 'aneh-aneh', 'lambat', 'banget']","['butuh', 'beli', 'tiket', 'aneh', 'lambat', 'banget']"
286,Ada bangku tapi pas dipilih seat no available payah makin diupdate makin payah Tampilan gak user friendly makin berat dan problem lama belum solve juga,Ada bangku tetapi pas dipilih tanpa nomor tagihan payah makin diperbarui makin payah tampilan enggak mudah digunakan makin berat dan problem lama belum solve juga,ada bangku tetapi pas dipilih tanpa nomor tagihan payah makin diperbarui makin payah tampilan enggak mudah digunakan makin berat dan problem lama belum solve juga,"['ada', 'bangku', 'tetapi', 'pas', 'dipilih', 'tanpa', 'nomor', 'tagihan', 'payah', 'makin', 'diperbarui', 'makin', 'payah', 'tampilan', 'enggak', 'mudah', 'digunakan', 'makin', 'berat', 'dan', 'problem', 'lama', 'belum', 'solve', 'juga']","['bangku', 'pas', 'dipilih', 'nomor', 'tagihan', 'payah', 'diperbarui', 'payah', 'tampilan', 'mudah', 'berat', 'problem', 'solve']","['bangku', 'pas', 'pilih', 'nomor', 'tagih', 'payah', 'baru', 'payah', 'tampil', 'mudah', 'berat', 'problem', 'solve']"
610,Update an sekarang kok begini amat ya Mau buka apk nya aja lama bener loading nya Tampilan bagus tapi loading buka apk nya nunggu lebaran gajah Mending yang lama cepet buka akses nya,Pembaruan sekarang kok begini amat ya mau buka aplikasinya saja lama benar memuatnya tampilan bagus tetapi memuat buka aplikasinya menunggu lebaran gajah mending yang lama cepat buka aksesnya,pembaruan sekarang kok begini amat ya mau buka aplikasinya saja lama benar memuatnya tampilan bagus tetapi memuat buka aplikasinya menunggu lebaran gajah mending yang lama cepat buka aksesnya,"['pembaruan', 'sekarang', 'kok', 'begini', 'amat', 'ya', 'mau', 'buka', 'aplikasinya', 'saja', 'lama', 'benar', 'memuatnya', 'tampilan', 'bagus', 'tetapi', 'memuat', 'buka', 'aplikasinya', 'menunggu', 'lebaran', 'gajah', 'mending', 'yang', 'lama', 'cepat', 'buka', 'aksesnya']","['pembaruan', 'ya', 'buka', 'aplikasinya', 'memuatnya', 'tampilan', 'bagus', 'memuat', 'buka', 'aplikasinya', 'menunggu', 'lebaran', 'gajah', 'mending', 'cepat', 'buka', 'aksesnya']","['baru', 'ya', 'buka', 'aplikasi', 'muat', 'tampil', 'bagus', 'muat', 'buka', 'aplikasi', 'tunggu', 'lebaran', 'gajah', 'mending', 'cepat', 'buka', 'akses']"
437,Lebih mudah digunakan yg tampilan lama yg baru lebih ruwet dan membuka aplikasi nya lama banget,Lebih mudah digunakan yang tampilan lama yang baru lebih ruwet dan membuka aplikasinya lama banget,lebih mudah digunakan yang tampilan lama yang baru lebih ruwet dan membuka aplikasinya lama banget,"['lebih', 'mudah', 'digunakan', 'yang', 'tampilan', 'lama', 'yang', 'baru', 'lebih', 'ruwet', 'dan', 'membuka', 'aplikasinya', 'lama', 'banget']","['mudah', 'tampilan', 'ruwet', 'membuka', 'aplikasinya', 'banget']","['mudah', 'tampil', 'ruwet', 'buka', 'aplikasi', 'banget']"
495,Setelah diperbarui aplikasinya jadi lemot dan tidak bisa dipakai mau masuk akun saja susah sekali dan pesan tiket pun susah sekali mau bayar pakai QRIS gaga terus karna kode tidak terdeteksi,Setelah diperbarui aplikasinya jadi lambat dan tidak bisa dipakai mau masuk akun saja susah sekali dan pesan tiket pun susah sekali mau bayar pakai QRIS gagak terus karena kode tidak terdeteksi,setelah diperbarui aplikasinya jadi lambat dan tidak bisa dipakai mau masuk akun saja susah sekali dan pesan tiket pun susah sekali mau bayar pakai qris gagak terus karena kode tidak terdeteksi,"['setelah', 'diperbarui', 'aplikasinya', 'jadi', 'lambat', 'dan', 'tidak', 'bisa', 'dipakai', 'mau', 'masuk', 'akun', 'saja', 'susah', 'sekali', 'dan', 'pesan', 'tiket', 'pun', 'susah', 'sekali', 'mau', 'bayar', 'pakai', 'qris', 'gagak', 'terus', 'karena', 'kode', 'tidak', 'terdeteksi']","['diperbarui', 'aplikasinya', 'lambat', 'dipakai', 'masuk', 'akun', 'susah', 'pesan', 'tiket', 'susah', 'bayar', 'pakai', 'qris', 'gagak', 'kode', 'terdeteksi']","['baru', 'aplikasi', 'lambat', 'pakai', 'masuk', 'akun', 'susah', 'pesan', 'tiket', 'susah', 'bayar', 'pakai', 'qris', 'gagak', 'kode', 'deteksi']"
277,Ga jelas Anjir Log in gagal terus di update malah makin ribet,Enggak jelas anjing masuk gagal terus diperbarui malah makin ribet,enggak jelas anjing masuk gagal terus diperbarui malah makin ribet,"['enggak', 'jelas', 'anjing', 'masuk', 'gagal', 'terus', 'diperbarui', 'malah', 'makin', 'ribet']","['anjing', 'masuk', 'gagal', 'diperbarui', 'ribet']","['anjing', 'masuk', 'gagal', 'baru', 'ribet']"
439,Luemot update malah gk jelas sedikit kecewa Masa gk di trial dulu sebelum launching update baru Moga cepet berbenah,Luemot perbarui malah enggak jelas sedikit kecewa masa enggak di-trial dahulu sebelum peluncuran perbarui baru Moga cepat berbenah,luemot perbarui malah enggak jelas sedikit kecewa masa enggak di-trial dahulu sebelum peluncuran perbarui baru moga cepat berbenah,"['luemot', 'perbarui', 'malah', 'enggak', 'jelas', 'sedikit', 'kecewa', 'masa', 'enggak', 'di-trial', 'dahulu', 'sebelum', 'peluncuran', 'perbarui', 'baru', 'moga', 'cepat', 'berbenah']","['luemot', 'perbarui', 'kecewa', 'di-trial', 'peluncuran', 'perbarui', 'moga', 'cepat', 'berbenah']","['luemot', 'baru', 'kecewa', 'di-trial', 'luncur', 'baru', 'moga', 'cepat', 'benah']"
104,Angel Sulit Susah Rumit sudah klik Lanjutkan gak jalan jalan sampai waktunya habis,Angel Sulit Susah Rumit sudah klik lanjutkan enggak jalan-jalan sampai waktunya habis,angel sulit susah rumit sudah klik lanjutkan enggak jalan-jalan sampai waktunya habis,"['angel', 'sulit', 'susah', 'rumit', 'sudah', 'klik', 'lanjutkan', 'enggak', 'jalan-jalan', 'sampai', 'waktunya', 'habis']","['angel', 'sulit', 'susah', 'rumit', 'klik', 'lanjutkan', 'jalan-jalan', 'habis']","['angel', 'sulit', 'susah', 'rumit', 'klik', 'lanjut', 'jalan', 'habis']"
114,update masih banyak bug lebih smooth apps yg versi lama,memperbarui masih banyak eror lebih halus aplikasi yang versi lama,memperbarui masih banyak eror lebih halus aplikasi yang versi lama,"['memperbarui', 'masih', 'banyak', 'eror', 'lebih', 'halus', 'aplikasi', 'yang', 'versi', 'lama']","['memperbarui', 'eror', 'halus', 'aplikasi', 'versi']","['baru', 'eror', 'halus', 'aplikasi', 'versi']"
625,Baru di update malah tambah kacau lemot sering bug pesan tiket lokal belum pernah berhasil yg ada pesanan sudah kadaluarsa harus pesan lagi Begitu seterusnya,Baru diperbarui malah tambah kacau lambat sering eror pesan tiket lokal belum pernah berhasil yang ada pesanan sudah kedaluwarsa harus pesan lagi begitu seterusnya,baru diperbarui malah tambah kacau lambat sering eror pesan tiket lokal belum pernah berhasil yang ada pesanan sudah kedaluwarsa harus pesan lagi begitu seterusnya,"['baru', 'diperbarui', 'malah', 'tambah', 'kacau', 'lambat', 'sering', 'eror', 'pesan', 'tiket', 'lokal', 'belum', 'pernah', 'berhasil', 'yang', 'ada', 'pesanan', 'sudah', 'kedaluwarsa', 'harus', 'pesan', 'lagi', 'begitu', 'seterusnya']","['diperbarui', 'kacau', 'lambat', 'eror', 'pesan', 'tiket', 'lokal', 'berhasil', 'pesanan', 'kedaluwarsa', 'pesan']","['baru', 'kacau', 'lambat', 'eror', 'pesan', 'tiket', 'lokal', 'hasil', 'pesan', 'kedaluwarsa', 'pesan']"
544,Aplikasi apaan ini kok makin gak jelas makin parah lemot tampilannya juga gak jelas,Aplikasi apaan ini kok makin enggak jelas makin parah lambat tampilannya juga enggak jelas,aplikasi apaan ini kok makin enggak jelas makin parah lambat tampilannya juga enggak jelas,"['aplikasi', 'apaan', 'ini', 'kok', 'makin', 'enggak', 'jelas', 'makin', 'parah', 'lambat', 'tampilannya', 'juga', 'enggak', 'jelas']","['aplikasi', 'parah', 'lambat', 'tampilannya']","['aplikasi', 'parah', 'lambat', 'tampil']"
688,Update besar besaran dari tampilan dan lain sebagainya Tapi banyak sekali masalah dan bug di app kalo mau rilis app terbaru maksimalin kualitasnya,Pembaruan besar-besaran dari tampilan dan lain sebagainya tetapi banyak sekali masalah dan eror di aplikasi kalau mau rilis aplikasi terbaru maksimalkan kualitasnya,pembaruan besar-besaran dari tampilan dan lain sebagainya tetapi banyak sekali masalah dan eror di aplikasi kalau mau rilis aplikasi terbaru maksimalkan kualitasnya,"['pembaruan', 'besar-besaran', 'dari', 'tampilan', 'dan', 'lain', 'sebagainya', 'tetapi', 'banyak', 'sekali', 'masalah', 'dan', 'eror', 'di', 'aplikasi', 'kalau', 'mau', 'rilis', 'aplikasi', 'terbaru', 'maksimalkan', 'kualitasnya']","['pembaruan', 'besar-besaran', 'tampilan', 'eror', 'aplikasi', 'rilis', 'aplikasi', 'terbaru', 'maksimalkan', 'kualitasnya']","['baru', 'besar', 'tampil', 'eror', 'aplikasi', 'rilis', 'aplikasi', 'baru', 'maksimal', 'kualitas']"
92,Log in sulit lelet banget udh susah login sekali masuk logout lagi hadeuuh,Masuk sulit lelet banget sudah susah masuk sekali masuk keluar lagi aduh,masuk sulit lelet banget sudah susah masuk sekali masuk keluar lagi aduh,"['masuk', 'sulit', 'lelet', 'banget', 'sudah', 'susah', 'masuk', 'sekali', 'masuk', 'keluar', 'lagi', 'aduh']","['masuk', 'sulit', 'lelet', 'banget', 'susah', 'masuk', 'masuk', 'aduh']","['masuk', 'sulit', 'lelet', 'banget', 'susah', 'masuk', 'masuk', 'aduh']"
7,Sangatt lemott,Sangat lambat,sangat lambat,"['sangat', 'lambat']",['lambat'],['lambat']
89,diupdate malah gabisa masuk apk,diperbarui malah enggak bisa masuk aplikasi,diperbarui malah enggak bisa masuk aplikasi,"['diperbarui', 'malah', 'enggak', 'bisa', 'masuk', 'aplikasi']","['diperbarui', 'masuk', 'aplikasi']","['baru', 'masuk', 'aplikasi']"
527,Kualitas buruk di akses gak bisa Sampai gak bisa masuk kereta gara aplikasi update gak jelas dikira gak beli tiket Gimana KAI klw gini pembohongan publik Bukan masalah uang bayarnya tp sdh jauh hari pesan tiket malahan hangus gak bisa berangkat pada hari itu jga Perlu di pertanggung jawabkan,Kualitas buruk di akses enggak bisa sampai enggak bisa masuk kereta gara-gara aplikasi perbarui enggak jelas dikira enggak beli tiket bagaimana KAI kalau begini pembohongan publik bukan masalah uang bayarnya tetapi sudah jauh hari pesan tiket malahan hangus enggak bisa berangkat pada hari itu juga Perlu di dipertanggungjawabkan,kualitas buruk di akses enggak bisa sampai enggak bisa masuk kereta gara-gara aplikasi perbarui enggak jelas dikira enggak beli tiket bagaimana kai kalau begini pembohongan publik bukan masalah uang bayarnya tetapi sudah jauh hari pesan tiket malahan hangus enggak bisa berangkat pada hari itu juga perlu di dipertanggungjawabkan,"['kualitas', 'buruk', 'di', 'akses', 'enggak', 'bisa', 'sampai', 'enggak', 'bisa', 'masuk', 'kereta', 'gara-gara', 'aplikasi', 'perbarui', 'enggak', 'jelas', 'dikira', 'enggak', 'beli', 'tiket', 'bagaimana', 'kai', 'kalau', 'begini', 'pembohongan', 'publik', 'bukan', 'masalah', 'uang', 'bayarnya', 'tetapi', 'sudah', 'jauh', 'hari', 'pesan', 'tiket', 'malahan', 'hangus', 'enggak', 'bisa', 'berangkat', 'pada', 'hari', 'itu', 'juga', 'perlu', 'di', 'dipertanggungjawabkan']","['kualitas', 'buruk', 'akses', 'masuk', 'kereta', 'gara-gara', 'aplikasi', 'perbarui', 'beli', 'tiket', 'kai', 'pembohongan', 'publik', 'uang', 'bayarnya', 'pesan', 'tiket', 'hangus', 'berangkat', 'dipertanggungjawabkan']","['kualitas', 'buruk', 'akses', 'masuk', 'kereta', 'gara-gara', 'aplikasi', 'baru', 'beli', 'tiket', 'kai', 'bohong', 'publik', 'uang', 'bayar', 'pesan', 'tiket', 'hangus', 'berangkat', 'dipertanggungjawabkan']"
613,Otomatis terupdate justru versi baru merepotkan loading lama harus verifikasi bolak balik Mau pesan tiket jadi terkendala padahal saya PP kerja naik commuter Bisa kembali ke versi lama saja jika pelanggan dirugikan spt ini Jujur sangat kecewa,Otomatis terbaru justru versi baru merepotkan memuat lama harus verifikasi bolak-balik mau pesan tiket jadi terkendala padahal saya PP kerja naik commuter bisa kembali ke versi lama saja jika pelanggan dirugikan seperti ini jujur sangat kecewa,otomatis terbaru justru versi baru merepotkan memuat lama harus verifikasi bolak-balik mau pesan tiket jadi terkendala padahal saya pp kerja naik commuter bisa kembali ke versi lama saja jika pelanggan dirugikan seperti ini jujur sangat kecewa,"['otomatis', 'terbaru', 'justru', 'versi', 'baru', 'merepotkan', 'memuat', 'lama', 'harus', 'verifikasi', 'bolak-balik', 'mau', 'pesan', 'tiket', 'jadi', 'terkendala', 'padahal', 'saya', 'pp', 'kerja', 'naik', 'commuter', 'bisa', 'kembali', 'ke', 'versi', 'lama', 'saja', 'jika', 'pelanggan', 'dirugikan', 'seperti', 'ini', 'jujur', 'sangat', 'kecewa']","['otomatis', 'terbaru', 'versi', 'merepotkan', 'memuat', 'verifikasi', 'bolak-balik', 'pesan', 'tiket', 'terkendala', 'pp', 'kerja', 'commuter', 'versi', 'pelanggan', 'dirugikan', 'jujur', 'kecewa']","['otomatis', 'baru', 'versi', 'repot', 'muat', 'verifikasi', 'bolak-balik', 'pesan', 'tiket', 'kendala', 'pp', 'kerja', 'commuter', 'versi', 'langgan', 'rugi', 'jujur', 'kecewa']"
607,Sudah update uninstall ulang tp ko tampilan aplikasi nya masi yg lama aneh bgt,Sudah perbarui copot ulang tetapi kok tampilan aplikasinya masih yang lama aneh banget,sudah perbarui copot ulang tetapi kok tampilan aplikasinya masih yang lama aneh banget,"['sudah', 'perbarui', 'copot', 'ulang', 'tetapi', 'kok', 'tampilan', 'aplikasinya', 'masih', 'yang', 'lama', 'aneh', 'banget']","['perbarui', 'copot', 'ulang', 'tampilan', 'aplikasinya', 'aneh', 'banget']","['baru', 'copot', 'ulang', 'tampil', 'aplikasi', 'aneh', 'banget']"
683,Aplikasi yg buruk Baru jaja saya update malah saya tidak bs log in Kembalikan aplikasi yg dahulu saja,Aplikasi yang buruk baru jaja saya perbarui malah saya tidak bisa masuk kembalikan aplikasi yang dahulu saja,aplikasi yang buruk baru jaja saya perbarui malah saya tidak bisa masuk kembalikan aplikasi yang dahulu saja,"['aplikasi', 'yang', 'buruk', 'baru', 'jaja', 'saya', 'perbarui', 'malah', 'saya', 'tidak', 'bisa', 'masuk', 'kembalikan', 'aplikasi', 'yang', 'dahulu', 'saja']","['aplikasi', 'buruk', 'jaja', 'perbarui', 'masuk', 'kembalikan', 'aplikasi']","['aplikasi', 'buruk', 'jaja', 'baru', 'masuk', 'kembali', 'aplikasi']"
