,kalimat,kalimat_norm,kalimat_cf,kalimat_token,kalimat_stopwords,kalimat_stemmed
136,ini bagaimana aplikasi barunya kok error saya mau pesan tiket jadi gabisa gara tiap mau bayar selalu time out padahal baru saja di klik tiba sudah time out sampai saya logout dan uninstall ulang tetep gabisa mau hapus akun saja sekalian juga gabisa alasannya karena ada tiket perjalanan yang blm selesai pdhl tidak ada sama sekali wong mau beli tiket baru aja gabisa kok gimana dong ini solusinya jadi susah mau beli tiket harus nyuruh adek saya pakai akunnya,ini bagaimana aplikasi barunya kok eror saya mau pesan tiket jadi enggak bisa gara-gara tiap mau bayar selalu time tepat padahal baru saja di Klik tiba sudah time tepat sampai saya keluar dan copot ulang tetap enggak bisa mau hapus akun saja sekalian juga enggak bisa alasannya karena ada tiket perjalanan yang belum selesai padahal tidak ada sama sekali orang mau beli tiket baru saja enggak bisa kok bagaimana dong ini solusinya jadi susah mau beli tiket harus menyuruh adik saya pakai akunnya,ini bagaimana aplikasi barunya kok eror saya mau pesan tiket jadi enggak bisa gara-gara tiap mau bayar selalu time tepat padahal baru saja di klik tiba sudah time tepat sampai saya keluar dan copot ulang tetap enggak bisa mau hapus akun saja sekalian juga enggak bisa alasannya karena ada tiket perjalanan yang belum selesai padahal tidak ada sama sekali orang mau beli tiket baru saja enggak bisa kok bagaimana dong ini solusinya jadi susah mau beli tiket harus menyuruh adik saya pakai akunnya,"['ini', 'bagaimana', 'aplikasi', 'barunya', 'kok', 'eror', 'saya', 'mau', 'pesan', 'tiket', 'jadi', 'enggak', 'bisa', 'gara-gara', 'tiap', 'mau', 'bayar', 'selalu', 'time', 'tepat', 'padahal', 'baru', 'saja', 'di', 'klik', 'tiba', 'sudah', 'time', 'tepat', 'sampai', 'saya', 'keluar', 'dan', 'copot', 'ulang', 'tetap', 'enggak', 'bisa', 'mau', 'hapus', 'akun', 'saja', 'sekalian', 'juga', 'enggak', 'bisa', 'alasannya', 'karena', 'ada', 'tiket', 'perjalanan', 'yang', 'belum', 'selesai', 'padahal', 'tidak', 'ada', 'sama', 'sekali', 'orang', 'mau', 'beli', 'tiket', 'baru', 'saja', 'enggak', 'bisa', 'kok', 'bagaimana', 'dong', 'ini', 'solusinya', 'jadi', 'susah', 'mau', 'beli', 'tiket', 'harus', 'menyuruh', 'adik', 'saya', 'pakai', 'akunnya']","['aplikasi', 'barunya', 'eror', 'pesan', 'tiket', 'gara-gara', 'bayar', 'time', 'klik', 'time', 'copot', 'ulang', 'hapus', 'akun', 'alasannya', 'tiket', 'perjalanan', 'selesai', 'orang', 'beli', 'tiket', 'solusinya', 'susah', 'beli', 'tiket', 'menyuruh', 'adik', 'pakai', 'akunnya']","['aplikasi', 'baru', 'eror', 'pesan', 'tiket', 'gara-gara', 'bayar', 'time', 'klik', 'time', 'copot', 'ulang', 'hapus', 'akun', 'alas', 'tiket', 'jalan', 'selesai', 'orang', 'beli', 'tiket', 'solusi', 'susah', 'beli', 'tiket', 'suruh', 'adik', 'pakai', 'akun']"
109,kalo segalanya mau online harusnya aplikasinya disiapin dulu sampe mateng jauh dari bug lemot ini aplikasinya aja belum optimal banyak bug susah masuk lemot ko udah maen harus beli online aja kasian orang yang mau naik kereta dibikin ribet engga jelas bumn kerjanya ko gini,kalau segalanya mau daring harusnya aplikasinya disiapkan dahulu sampai mateng jauh dari eror lambat ini aplikasinya saja belum optimal banyak eror susah masuk lambat kok sudah main harus beli daring saja kasihan orang yang mau naik kereta dibikin ribet enggak jelas bumn kerjanya kok begini,kalau segalanya mau daring harusnya aplikasinya disiapkan dahulu sampai mateng jauh dari eror lambat ini aplikasinya saja belum optimal banyak eror susah masuk lambat kok sudah main harus beli daring saja kasihan orang yang mau naik kereta dibikin ribet enggak jelas bumn kerjanya kok begini,"['kalau', 'segalanya', 'mau', 'daring', 'harusnya', 'aplikasinya', 'disiapkan', 'dahulu', 'sampai', 'mateng', 'jauh', 'dari', 'eror', 'lambat', 'ini', 'aplikasinya', 'saja', 'belum', 'optimal', 'banyak', 'eror', 'susah', 'masuk', 'lambat', 'kok', 'sudah', 'main', 'harus', 'beli', 'daring', 'saja', 'kasihan', 'orang', 'yang', 'mau', 'naik', 'kereta', 'dibikin', 'ribet', 'enggak', 'jelas', 'bumn', 'kerjanya', 'kok', 'begini']","['daring', 'aplikasinya', 'disiapkan', 'mateng', 'eror', 'lambat', 'aplikasinya', 'optimal', 'eror', 'susah', 'masuk', 'lambat', 'main', 'beli', 'daring', 'kasihan', 'orang', 'kereta', 'dibikin', 'ribet', 'bumn', 'kerjanya']","['daring', 'aplikasi', 'siap', 'mateng', 'eror', 'lambat', 'aplikasi', 'optimal', 'eror', 'susah', 'masuk', 'lambat', 'main', 'beli', 'daring', 'kasihan', 'orang', 'kereta', 'bikin', 'ribet', 'bumn', 'kerja']"
181,versi terbaru super lelet big noooo,versi terbaru super lelet big noo,versi terbaru super lelet big noo,"['versi', 'terbaru', 'super', 'lelet', 'big', 'noo']","['versi', 'terbaru', 'super', 'lelet', 'big', 'noo']","['versi', 'baru', 'super', 'lelet', 'big', 'noo']"
431,perlu perbaikan aplikasi karena untuk login saja membutuhkan waktu yang lama terima kasih,perlu perbaikan aplikasi karena untuk masuk saja membutuhkan waktu yang lama terima kasih,perlu perbaikan aplikasi karena untuk masuk saja membutuhkan waktu yang lama terima kasih,"['perlu', 'perbaikan', 'aplikasi', 'karena', 'untuk', 'masuk', 'saja', 'membutuhkan', 'waktu', 'yang', 'lama', 'terima', 'kasih']","['perbaikan', 'aplikasi', 'masuk', 'membutuhkan', 'terima', 'kasih']","['baik', 'aplikasi', 'masuk', 'butuh', 'terima', 'kasih']"
574,tampilan baru tapi kualitan buruk syekali mau masuk aja susah gimna mau mesen tiket gimana sih ini kan mau plg kerja susah mana gak bisa beli karcis langsung ribet bgt deh,tampilan baru tetapi kualitan buruk syekali mau masuk saja susah bagaimana mau pesan tiket bagaimana sih ini kan mau paling kerja susah mana enggak bisa beli karcis langsung ribet banget deh,tampilan baru tetapi kualitan buruk syekali mau masuk saja susah bagaimana mau pesan tiket bagaimana sih ini kan mau paling kerja susah mana enggak bisa beli karcis langsung ribet banget deh,"['tampilan', 'baru', 'tetapi', 'kualitan', 'buruk', 'syekali', 'mau', 'masuk', 'saja', 'susah', 'bagaimana', 'mau', 'pesan', 'tiket', 'bagaimana', 'sih', 'ini', 'kan', 'mau', 'paling', 'kerja', 'susah', 'mana', 'enggak', 'bisa', 'beli', 'karcis', 'langsung', 'ribet', 'banget', 'deh']","['tampilan', 'kualitan', 'buruk', 'syekali', 'masuk', 'susah', 'pesan', 'tiket', 'sih', 'kerja', 'susah', 'beli', 'karcis', 'langsung', 'ribet', 'banget', 'deh']","['tampil', 'alit', 'buruk', 'syekali', 'masuk', 'susah', 'pesan', 'tiket', 'sih', 'kerja', 'susah', 'beli', 'karcis', 'langsung', 'ribet', 'banget', 'deh']"
518,loading parah udah kali pesen tiap mau pembayaran loading nya lama sampe kali gagal pembayaran,memuat parah sudah kali pesan tiap mau pembayaran memuatnya lama sampai kali gagal pembayaran,memuat parah sudah kali pesan tiap mau pembayaran memuatnya lama sampai kali gagal pembayaran,"['memuat', 'parah', 'sudah', 'kali', 'pesan', 'tiap', 'mau', 'pembayaran', 'memuatnya', 'lama', 'sampai', 'kali', 'gagal', 'pembayaran']","['memuat', 'parah', 'kali', 'pesan', 'pembayaran', 'memuatnya', 'kali', 'gagal', 'pembayaran']","['muat', 'parah', 'kali', 'pesan', 'bayar', 'muat', 'kali', 'gagal', 'bayar']"
515,untuk proses pemesanan tiket lokal lama banget loadingnya sampe ada notif waktu anda habis utk pembayaran ovo juga susah bener,untuk proses pemesanan tiket lokal lama banget memuatnya sampai ada notifikasi waktu Anda habis untuk pembayaran OVO juga susah benar,untuk proses pemesanan tiket lokal lama banget memuatnya sampai ada notifikasi waktu anda habis untuk pembayaran ovo juga susah benar,"['untuk', 'proses', 'pemesanan', 'tiket', 'lokal', 'lama', 'banget', 'memuatnya', 'sampai', 'ada', 'notifikasi', 'waktu', 'anda', 'habis', 'untuk', 'pembayaran', 'ovo', 'juga', 'susah', 'benar']","['proses', 'pemesanan', 'tiket', 'lokal', 'banget', 'memuatnya', 'notifikasi', 'habis', 'pembayaran', 'ovo', 'susah']","['proses', 'mesan', 'tiket', 'lokal', 'banget', 'muat', 'notifikasi', 'habis', 'bayar', 'ovo', 'susah']"
132,di perbaharui malah susah di buka nyusahin,diperbaharui malah susah dibuka menyusahkan,diperbaharui malah susah dibuka menyusahkan,"['diperbaharui', 'malah', 'susah', 'dibuka', 'menyusahkan']","['diperbaharui', 'susah', 'dibuka', 'menyusahkan']","['baharu', 'susah', 'buka', 'susah']"
176,luar biasa,luar biasa,luar biasa,"['luar', 'biasa']",[],[]
72,ngelag,melag,melag,['melag'],['melag'],['melag']
511,kenapa gk bisa bayar lewat indomaret atau alfamart pembayaran semakin sulit lewat kartu kredit khusus mandiri,kenapa enggak bisa bayar lewat Indomaret atau Alfamart pembayaran makin sulit lewat kartu kredit khusus Mandiri,kenapa enggak bisa bayar lewat indomaret atau alfamart pembayaran makin sulit lewat kartu kredit khusus mandiri,"['kenapa', 'enggak', 'bisa', 'bayar', 'lewat', 'indomaret', 'atau', 'alfamart', 'pembayaran', 'makin', 'sulit', 'lewat', 'kartu', 'kredit', 'khusus', 'mandiri']","['bayar', 'indomaret', 'alfamart', 'pembayaran', 'sulit', 'kartu', 'kredit', 'khusus', 'mandiri']","['bayar', 'indomaret', 'alfamart', 'bayar', 'sulit', 'kartu', 'kredit', 'khusus', 'mandiri']"
575,jadi ga ramah tampilan user interface nya,jadi enggak ramah tampilan pengguna barunya,jadi enggak ramah tampilan pengguna barunya,"['jadi', 'enggak', 'ramah', 'tampilan', 'pengguna', 'barunya']","['ramah', 'tampilan', 'pengguna', 'barunya']","['ramah', 'tampil', 'guna', 'baru']"
647,lebih suka versi sebelumnya di versi ini device saya tidak kompatibel dan tidak bisa pesan tiket di sini lagi,lebih suka versi sebelumnya di versi ini devis saya tidak kompatibel dan tidak bisa pesan tiket di sini lagi,lebih suka versi sebelumnya di versi ini devis saya tidak kompatibel dan tidak bisa pesan tiket di sini lagi,"['lebih', 'suka', 'versi', 'sebelumnya', 'di', 'versi', 'ini', 'devis', 'saya', 'tidak', 'kompatibel', 'dan', 'tidak', 'bisa', 'pesan', 'tiket', 'di', 'sini', 'lagi']","['suka', 'versi', 'versi', 'devis', 'kompatibel', 'pesan', 'tiket']","['suka', 'versi', 'versi', 'devis', 'kompatibel', 'pesan', 'tiket']"
593,poin penting review kai access access by kai dari semua yg paling mencolok adalah fitur pemesanan opsi railfood dan layanan lainnya seharusnya tidak perlu masuk biarkan itu dipesan sendiri karena menurut saya jadi tidak efisien saat masa hari raya yang trafic pemesanan tiket padat apalagi jika dikejar waktu kemudian pemilihan kursi tampilan denah kursi terlalu besar sehingga harus scroll lama dan tidak ramah penggunaan begitu kiga dengan opsi gerbong yang ada dibawah seperti itu,poin penting ulasan kai access access by Kai dari semua yang paling mencolok adalah fitur pemesanan opsi railfood dan layanan lainnya seharusnya tidak perlu masuk biarkan itu dipesan sendiri karena menurut saya jadi tidak efisien saat masa hari raya yang lalu lintas pemesanan tiket padat apalagi jika dikejar waktu kemudian pemilihan kursi tampilan denah kursi terlalu besar sehingga harus gulir lama dan tidak ramah penggunaan begitu kiga dengan opsi gerbong yang ada di bawah seperti itu,poin penting ulasan kai access access by kai dari semua yang paling mencolok adalah fitur pemesanan opsi railfood dan layanan lainnya seharusnya tidak perlu masuk biarkan itu dipesan sendiri karena menurut saya jadi tidak efisien saat masa hari raya yang lalu lintas pemesanan tiket padat apalagi jika dikejar waktu kemudian pemilihan kursi tampilan denah kursi terlalu besar sehingga harus gulir lama dan tidak ramah penggunaan begitu kiga dengan opsi gerbong yang ada di bawah seperti itu,"['poin', 'penting', 'ulasan', 'kai', 'access', 'access', 'by', 'kai', 'dari', 'semua', 'yang', 'paling', 'mencolok', 'adalah', 'fitur', 'pemesanan', 'opsi', 'railfood', 'dan', 'layanan', 'lainnya', 'seharusnya', 'tidak', 'perlu', 'masuk', 'biarkan', 'itu', 'dipesan', 'sendiri', 'karena', 'menurut', 'saya', 'jadi', 'tidak', 'efisien', 'saat', 'masa', 'hari', 'raya', 'yang', 'lalu', 'lintas', 'pemesanan', 'tiket', 'padat', 'apalagi', 'jika', 'dikejar', 'waktu', 'kemudian', 'pemilihan', 'kursi', 'tampilan', 'denah', 'kursi', 'terlalu', 'besar', 'sehingga', 'harus', 'gulir', 'lama', 'dan', 'tidak', 'ramah', 'penggunaan', 'begitu', 'kiga', 'dengan', 'opsi', 'gerbong', 'yang', 'ada', 'di', 'bawah', 'seperti', 'itu']","['poin', 'ulasan', 'kai', 'access', 'access', 'by', 'kai', 'mencolok', 'fitur', 'pemesanan', 'opsi', 'railfood', 'layanan', 'masuk', 'biarkan', 'dipesan', 'efisien', 'raya', 'lintas', 'pemesanan', 'tiket', 'padat', 'dikejar', 'pemilihan', 'kursi', 'tampilan', 'denah', 'kursi', 'gulir', 'ramah', 'penggunaan', 'kiga', 'opsi', 'gerbong']","['poin', 'ulas', 'kai', 'access', 'access', 'by', 'kai', 'colok', 'fitur', 'mesan', 'opsi', 'railfood', 'layan', 'masuk', 'biar', 'pes', 'efisien', 'raya', 'lintas', 'mesan', 'tiket', 'padat', 'kejar', 'pilih', 'kursi', 'tampil', 'denah', 'kursi', 'gulir', 'ramah', 'guna', 'kiga', 'opsi', 'gerbong']"
664,dapat pesan tiket sambil rebahan mudah pilih kursi sesuai selera,dapat pesan tiket sambil rebahan mudah pilih kursi sesuai selera,dapat pesan tiket sambil rebahan mudah pilih kursi sesuai selera,"['dapat', 'pesan', 'tiket', 'sambil', 'rebahan', 'mudah', 'pilih', 'kursi', 'sesuai', 'selera']","['pesan', 'tiket', 'rebahan', 'mudah', 'pilih', 'kursi', 'sesuai', 'selera']","['pesan', 'tiket', 'rebah', 'mudah', 'pilih', 'kursi', 'sesuai', 'selera']"
352,setelah saya update nggak bisa buka sama sekali hanya warna sampul saja,setelah saya pembaruan enggak bisa buka sama sekali hanya warna sampul saja,setelah saya pembaruan enggak bisa buka sama sekali hanya warna sampul saja,"['setelah', 'saya', 'pembaruan', 'enggak', 'bisa', 'buka', 'sama', 'sekali', 'hanya', 'warna', 'sampul', 'saja']","['pembaruan', 'buka', 'warna', 'sampul']","['baru', 'buka', 'warna', 'sampul']"
76,aplikasi kai akses barusan tadi update pas udah beres update pas login memasuki email loading terus waktu yang lama beda dengan versi sebelumnya tidak ada bug atau lemot padahal jaringan kami tidak mungkin gk bagus secepatnya di perbaiki karena besok ada keberangkatan lokal ke bdg timur,aplikasi KAI akses barusan tadi perbarui pas sudah beres memperbarui pas masuk memasuki surel memuat terus waktu yang lama beda dengan versi sebelumnya tidak ada eror atau lambat padahal jaringan kami tidak mungkin enggak bagus secepatnya diperbaiki karena besok ada keberangkatan lokal ke bandung timur,aplikasi kai akses barusan tadi perbarui pas sudah beres memperbarui pas masuk memasuki surel memuat terus waktu yang lama beda dengan versi sebelumnya tidak ada eror atau lambat padahal jaringan kami tidak mungkin enggak bagus secepatnya diperbaiki karena besok ada keberangkatan lokal ke bandung timur,"['aplikasi', 'kai', 'akses', 'barusan', 'tadi', 'perbarui', 'pas', 'sudah', 'beres', 'memperbarui', 'pas', 'masuk', 'memasuki', 'surel', 'memuat', 'terus', 'waktu', 'yang', 'lama', 'beda', 'dengan', 'versi', 'sebelumnya', 'tidak', 'ada', 'eror', 'atau', 'lambat', 'padahal', 'jaringan', 'kami', 'tidak', 'mungkin', 'enggak', 'bagus', 'secepatnya', 'diperbaiki', 'karena', 'besok', 'ada', 'keberangkatan', 'lokal', 'ke', 'bandung', 'timur']","['aplikasi', 'kai', 'akses', 'barusan', 'perbarui', 'pas', 'beres', 'memperbarui', 'pas', 'masuk', 'memasuki', 'surel', 'memuat', 'beda', 'versi', 'eror', 'lambat', 'jaringan', 'bagus', 'secepatnya', 'diperbaiki', 'besok', 'keberangkatan', 'lokal', 'bandung', 'timur']","['aplikasi', 'kai', 'akses', 'barusan', 'baru', 'pas', 'beres', 'baru', 'pas', 'masuk', 'pasuk', 'surel', 'muat', 'beda', 'versi', 'eror', 'lambat', 'jaring', 'bagus', 'cepat', 'baik', 'besok', 'berangkat', 'lokal', 'bandung', 'timur']"
148,lemottt pooollllllll aplikasi stuck di logo aja gabisa dibuka,lambat penuh aplikasi terjebak di logo saja enggak bisa dibuka,lambat penuh aplikasi terjebak di logo saja enggak bisa dibuka,"['lambat', 'penuh', 'aplikasi', 'terjebak', 'di', 'logo', 'saja', 'enggak', 'bisa', 'dibuka']","['lambat', 'penuh', 'aplikasi', 'terjebak', 'logo', 'dibuka']","['lambat', 'penuh', 'aplikasi', 'jebak', 'logo', 'buka']"
346,aplikasi lemot,aplikasi lambat,aplikasi lambat,"['aplikasi', 'lambat']","['aplikasi', 'lambat']","['aplikasi', 'lambat']"
90,apa sii kenapa makin ancur ni apk ga bisa di akses lama loading nya,apa sih kenapa makin hancur ini aplikasi enggak bisa diakses lama memuatnya,apa sih kenapa makin hancur ini aplikasi enggak bisa diakses lama memuatnya,"['apa', 'sih', 'kenapa', 'makin', 'hancur', 'ini', 'aplikasi', 'enggak', 'bisa', 'diakses', 'lama', 'memuatnya']","['sih', 'hancur', 'aplikasi', 'diakses', 'memuatnya']","['sih', 'hancur', 'aplikasi', 'akses', 'muat']"
539,servernya diperbaiki jangan hanya tampilan diperbarui malah tambah berat,servernya diperbaiki jangan hanya tampilan diperbarui malah tambah berat,servernya diperbaiki jangan hanya tampilan diperbarui malah tambah berat,"['servernya', 'diperbaiki', 'jangan', 'hanya', 'tampilan', 'diperbarui', 'malah', 'tambah', 'berat']","['servernya', 'diperbaiki', 'tampilan', 'diperbarui', 'berat']","['servernya', 'baik', 'tampil', 'baru', 'berat']"
10,lebih nyaman dan cepat digunakan versi sblm ganti tampilan dll,lebih nyaman dan cepat digunakan versi sebelum ganti tampilan dll.,lebih nyaman dan cepat digunakan versi sebelum ganti tampilan dll.,"['lebih', 'nyaman', 'dan', 'cepat', 'digunakan', 'versi', 'sebelum', 'ganti', 'tampilan', 'dll', '.']","['nyaman', 'cepat', 'versi', 'ganti', 'tampilan', 'dll', '.']","['nyaman', 'cepat', 'versi', 'ganti', 'tampil', 'dll', '']"
63,buruk sangat buruk reload sangat lama bahkan menit pun tiba no respon donk ketinggalan kereta gara reloadnya lama bener bener mau ngatain kenapa sih ubah ubah kl prosesnya lama tolong perbaikin reloadnya,buruk sangat buruk memuat ulang sangat lama bahkan menit pun tiba nomor respons dong ketinggalan kereta gara memuatnya lama benar-benar mau mengatai kenapa sih ubah-ubah kalau prosesnya lama tolong perbaiki reloadnya,buruk sangat buruk memuat ulang sangat lama bahkan menit pun tiba nomor respons dong ketinggalan kereta gara memuatnya lama benar-benar mau mengatai kenapa sih ubah-ubah kalau prosesnya lama tolong perbaiki reloadnya,"['buruk', 'sangat', 'buruk', 'memuat', 'ulang', 'sangat', 'lama', 'bahkan', 'menit', 'pun', 'tiba', 'nomor', 'respons', 'dong', 'ketinggalan', 'kereta', 'gara', 'memuatnya', 'lama', 'benar-benar', 'mau', 'mengatai', 'kenapa', 'sih', 'ubah-ubah', 'kalau', 'prosesnya', 'lama', 'tolong', 'perbaiki', 'reloadnya']","['buruk', 'buruk', 'memuat', 'ulang', 'menit', 'nomor', 'respons', 'ketinggalan', 'kereta', 'gara', 'memuatnya', 'benar-benar', 'mengatai', 'sih', 'ubah-ubah', 'prosesnya', 'tolong', 'perbaiki', 'reloadnya']","['buruk', 'buruk', 'muat', 'ulang', 'menit', 'nomor', 'respons', 'tinggal', 'kereta', 'gara', 'muat', 'benar', 'katai', 'sih', 'ubah', 'proses', 'tolong', 'baik', 'reloadnya']"
529,upgrade yang baru malah kacau susah di pembayaran nya loading terus sampai waktu pemesanan tiket habis gak keluar qrisnya smoga lebih baik lagi min udah ada upgrade baru malah log out susah masuknya makin mempersulit ajh,meningkatkan yang baru malah kacau susah di pembayarannya memuat terus sampai waktu pemesanan tiket habis enggak keluar Qrisnya semoga lebih baik lagi admin sudah ada meningkatkan baru malah keluar susah masuknya makin mempersulit saja,meningkatkan yang baru malah kacau susah di pembayarannya memuat terus sampai waktu pemesanan tiket habis enggak keluar qrisnya semoga lebih baik lagi admin sudah ada meningkatkan baru malah keluar susah masuknya makin mempersulit saja,"['meningkatkan', 'yang', 'baru', 'malah', 'kacau', 'susah', 'di', 'pembayarannya', 'memuat', 'terus', 'sampai', 'waktu', 'pemesanan', 'tiket', 'habis', 'enggak', 'keluar', 'qrisnya', 'semoga', 'lebih', 'baik', 'lagi', 'admin', 'sudah', 'ada', 'meningkatkan', 'baru', 'malah', 'keluar', 'susah', 'masuknya', 'makin', 'mempersulit', 'saja']","['meningkatkan', 'kacau', 'susah', 'pembayarannya', 'memuat', 'pemesanan', 'tiket', 'habis', 'qrisnya', 'semoga', 'admin', 'meningkatkan', 'susah', 'masuknya', 'mempersulit']","['tingkat', 'kacau', 'susah', 'bayar', 'muat', 'mesan', 'tiket', 'habis', 'qrisnya', 'moga', 'admin', 'tingkat', 'susah', 'masuk', 'sulit']"
523,semenjak upgrade kenapa banyak bug untuk pembayaran ovo tidak bisa karena terjadi kesalahan,semenjak meningkatkan kenapa banyak eror untuk pembayaran OVO tidak bisa karena terjadi kesalahan,semenjak meningkatkan kenapa banyak eror untuk pembayaran ovo tidak bisa karena terjadi kesalahan,"['semenjak', 'meningkatkan', 'kenapa', 'banyak', 'eror', 'untuk', 'pembayaran', 'ovo', 'tidak', 'bisa', 'karena', 'terjadi', 'kesalahan']","['semenjak', 'meningkatkan', 'eror', 'pembayaran', 'ovo', 'kesalahan']","['semenjak', 'tingkat', 'eror', 'bayar', 'ovo', 'salah']"
174,aplikasi lambat banyak bug,aplikasi lambat banyak eror,aplikasi lambat banyak eror,"['aplikasi', 'lambat', 'banyak', 'eror']","['aplikasi', 'lambat', 'eror']","['aplikasi', 'lambat', 'eror']"
256,ribet bagus aplikasi yang dulu,ribet bagus aplikasi yang dahulu,ribet bagus aplikasi yang dahulu,"['ribet', 'bagus', 'aplikasi', 'yang', 'dahulu']","['ribet', 'bagus', 'aplikasi']","['ribet', 'bagus', 'aplikasi']"
568,tampilan nama baru malah bikin lemot,tampilan nama baru malah bikin lambat,tampilan nama baru malah bikin lambat,"['tampilan', 'nama', 'baru', 'malah', 'bikin', 'lambat']","['tampilan', 'nama', 'bikin', 'lambat']","['tampil', 'nama', 'bikin', 'lambat']"
31,aplikasi baru sering crash,aplikasi baru sering eror,aplikasi baru sering eror,"['aplikasi', 'baru', 'sering', 'eror']","['aplikasi', 'eror']","['aplikasi', 'eror']"
369,tampilan yg sekarang bagus dan mudah sangat nyaman,tampilan yang sekarang bagus dan mudah sangat nyaman,tampilan yang sekarang bagus dan mudah sangat nyaman,"['tampilan', 'yang', 'sekarang', 'bagus', 'dan', 'mudah', 'sangat', 'nyaman']","['tampilan', 'bagus', 'mudah', 'nyaman']","['tampil', 'bagus', 'mudah', 'nyaman']"
482,aplikasi lemmot mau pesen tiket aja susahhh mending pake traveloka cepet sat set langsung dapet tinggal bayar transfer ini aplikasi bumn lemmotttttt minta ampun gak bisa buru buru padahal mau naik kereta argo dwipangga ke jogja,aplikasi lambat mau pesan tiket saja susah mending pakai traveloka cepat saat set langsung dapat tinggal bayar transfer ini aplikasi bumn lampat minta ampun enggak bisa buru padahal mau naik kereta argo dwipangga ke Yogyakarta,aplikasi lambat mau pesan tiket saja susah mending pakai traveloka cepat saat set langsung dapat tinggal bayar transfer ini aplikasi bumn lampat minta ampun enggak bisa buru padahal mau naik kereta argo dwipangga ke yogyakarta,"['aplikasi', 'lambat', 'mau', 'pesan', 'tiket', 'saja', 'susah', 'mending', 'pakai', 'traveloka', 'cepat', 'saat', 'set', 'langsung', 'dapat', 'tinggal', 'bayar', 'transfer', 'ini', 'aplikasi', 'bumn', 'lampat', 'minta', 'ampun', 'enggak', 'bisa', 'buru', 'padahal', 'mau', 'naik', 'kereta', 'argo', 'dwipangga', 'ke', 'yogyakarta']","['aplikasi', 'lambat', 'pesan', 'tiket', 'susah', 'mending', 'pakai', 'traveloka', 'cepat', 'set', 'langsung', 'tinggal', 'bayar', 'transfer', 'aplikasi', 'bumn', 'lampat', 'ampun', 'buru', 'kereta', 'argo', 'dwipangga', 'yogyakarta']","['aplikasi', 'lambat', 'pesan', 'tiket', 'susah', 'mending', 'pakai', 'traveloka', 'cepat', 'set', 'langsung', 'tinggal', 'bayar', 'transfer', 'aplikasi', 'bumn', 'lampat', 'ampun', 'buru', 'kereta', 'argo', 'dwipangga', 'yogyakarta']"
77,dih gemes banget sama aplikasi kai yang sekarang kenapa sih pake di rubah segala enak yang dulu sekarang lemot pollll fiturnya juga gak jelas jelas an yang dulu please deh kembalikan aplikasi kai yang dulu aja,dih gemas banget sama aplikasi KAI yang sekarang mengapa sih pakai di ubah segala enak yang dahulu sekarang lambat pol fiturnya juga enggak jelas-jelas dan yang dahulu tolong deh kembalikan aplikasi KAI yang dahulu saja,dih gemas banget sama aplikasi kai yang sekarang mengapa sih pakai di ubah segala enak yang dahulu sekarang lambat pol fiturnya juga enggak jelas-jelas dan yang dahulu tolong deh kembalikan aplikasi kai yang dahulu saja,"['dih', 'gemas', 'banget', 'sama', 'aplikasi', 'kai', 'yang', 'sekarang', 'mengapa', 'sih', 'pakai', 'di', 'ubah', 'segala', 'enak', 'yang', 'dahulu', 'sekarang', 'lambat', 'pol', 'fiturnya', 'juga', 'enggak', 'jelas-jelas', 'dan', 'yang', 'dahulu', 'tolong', 'deh', 'kembalikan', 'aplikasi', 'kai', 'yang', 'dahulu', 'saja']","['dih', 'gemas', 'banget', 'aplikasi', 'kai', 'sih', 'pakai', 'ubah', 'enak', 'lambat', 'pol', 'fiturnya', 'jelas-jelas', 'tolong', 'deh', 'kembalikan', 'aplikasi', 'kai']","['dih', 'gemas', 'banget', 'aplikasi', 'kai', 'sih', 'pakai', 'ubah', 'enak', 'lambat', 'pol', 'fiturnya', 'jelas', 'tolong', 'deh', 'kembali', 'aplikasi', 'kai']"
